, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk09.h024,        1.64,        2.29,        0.65,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h025,        1.56,        2.29,        0.30,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h026,        1.62,        2.29,        0.00,        0.00,        0.65,        0.69,        0.00,        0.00
wk09.h027,        1.51,        2.29,        0.00,        0.00,        0.65,        0.53,        0.00,        0.00
wk09.h028,        1.54,        2.29,        0.00,        0.00,        0.65,        0.32,        0.00,        0.00
wk09.h029,        1.62,        2.16,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk09.h030,        1.82,        1.90,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk09.h031,        1.95,        1.77,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk09.h032,        1.87,        1.81,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk09.h033,        1.56,        2.29,        0.00,        0.00,        0.65,        0.32,        0.00,        0.00
wk09.h034,        1.90,        2.29,        0.00,        0.00,        0.65,        0.50,        0.00,        0.00
wk09.h035,        2.09,        2.29,        0.00,        0.00,        0.65,        0.78,        0.05,        0.00
wk09.h036,        1.76,        2.29,        0.48,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h037,        1.46,        2.29,        1.23,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h038,        1.26,        2.29,        1.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h039,        1.30,        2.29,        2.11,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h040,        1.22,        2.29,        2.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h041,        0.95,        2.29,        2.72,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h042,        0.87,        2.29,        2.85,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h043,        0.91,        2.29,        2.79,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h044,        1.03,        2.29,        2.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h045,        1.14,        2.29,        2.01,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h046,        1.52,        2.29,        1.63,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h047,        2.08,        2.29,        0.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h048,        2.30,        2.29,        0.15,        0.00,        0.65,        0.94,        0.00,        0.00
wk09.h049,        2.44,        2.29,        0.15,        0.00,        0.65,        0.31,        0.00,        0.00
wk09.h050,        2.46,        2.24,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h051,        2.52,        1.93,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h052,        2.54,        1.74,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h053,        2.30,        1.94,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h054,        2.15,        2.14,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h055,        2.22,        2.29,        0.00,        0.00,        0.65,        0.16,        0.00,        0.00
wk09.h056,        2.13,        2.29,        0.15,        0.00,        0.65,        0.28,        0.00,        0.00
wk09.h057,        1.92,        2.29,        0.51,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h058,        1.93,        2.29,        0.95,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h059,        1.96,        2.29,        1.41,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h060,        1.88,        2.29,        1.99,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h061,        1.74,        2.29,        1.76,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h062,        1.46,        2.29,        2.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h063,        1.37,        2.29,        2.83,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h064,        1.15,        2.29,        3.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h065,        1.07,        2.29,        3.43,        0.03,        0.65,        1.20,        0.00,        0.00
wk09.h066,        1.08,        2.29,        3.42,        0.03,        0.65,        1.20,        0.00,        0.00
wk09.h067,        1.16,        2.29,        3.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h068,        1.51,        2.29,        2.58,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h069,        1.77,        2.29,        1.92,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h070,        2.16,        2.29,        1.42,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h071,        2.52,        2.29,        0.55,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h072,        2.50,        2.29,        0.75,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h073,        2.68,        2.29,        0.00,        0.03,        0.65,        0.38,        0.00,        0.00
wk09.h074,        2.58,        2.27,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h075,        2.52,        2.06,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h076,        2.44,        1.98,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h077,        2.38,        1.94,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h078,        2.44,        1.93,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h079,        2.34,        2.26,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h080,        2.28,        2.29,        0.00,        0.00,        0.65,        0.39,        0.00,        0.00
wk09.h081,        2.09,        2.29,        0.39,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h082,        2.00,        2.29,        0.88,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h083,        2.07,        2.29,        1.30,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h084,        1.79,        2.29,        1.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h085,        1.67,        2.29,        1.84,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h086,        1.50,        2.29,        2.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h087,        1.34,        2.29,        2.87,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h088,        1.18,        2.29,        3.31,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h089,        0.98,        2.29,        3.43,        0.00,        0.65,        1.20,        0.22,        0.00
wk09.h090,        0.94,        2.29,        3.43,        0.00,        0.65,        1.20,        0.26,        0.00
wk09.h091,        0.95,        2.29,        3.43,        0.00,        0.65,        1.20,        0.11,        0.00
wk09.h092,        1.20,        2.29,        2.97,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h093,        1.24,        2.29,        2.53,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h094,        1.77,        2.29,        2.26,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h095,        2.34,        2.29,        1.64,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h096,        2.50,        2.29,        0.84,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h097,        2.58,        2.29,        0.17,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h098,        2.53,        2.29,        0.00,        0.00,        0.65,        0.20,        0.00,        0.00
wk09.h099,        2.55,        2.07,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h100,        2.54,        1.90,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h101,        2.36,        1.99,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h102,        2.28,        2.09,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk09.h103,        2.32,        2.29,        0.00,        0.00,        0.65,        0.17,        0.00,        0.00
wk09.h104,        2.46,        2.29,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk09.h105,        2.22,        2.29,        0.27,        0.00,        0.65,        0.40,        0.00,        0.00
wk09.h106,        2.30,        2.29,        0.20,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h107,        2.34,        2.29,        0.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h108,        2.00,        2.29,        1.09,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h109,        1.59,        2.29,        1.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h110,        1.33,        2.29,        2.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h111,        1.03,        2.29,        3.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h112,        0.82,        2.29,        3.43,        0.00,        0.65,        1.20,        0.30,        0.00
wk09.h113,        0.81,        2.29,        3.43,        0.00,        0.65,        1.20,        0.48,        0.00
wk09.h114,        1.00,        2.29,        3.43,        0.00,        0.65,        1.20,        0.28,        0.00
wk09.h115,        1.22,        2.29,        3.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h116,        1.32,        2.29,        2.93,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h117,        1.44,        2.29,        2.39,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h118,        1.98,        2.29,        2.09,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h119,        2.40,        2.29,        1.16,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h120,        2.72,        2.29,        0.21,        0.00,        0.65,        0.80,        0.00,        0.00
wk09.h121,        2.84,        2.29,        0.00,        0.00,        0.65,        0.28,        0.00,        0.00
wk09.h122,        2.88,        1.98,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
